9,10,312,170,62,185,1,-1,-1,-1
9,11,1682,40,57,173,1,-1,-1,-1
9,12,1356,974,138,105,1,-1,-1,-1
9,14,1405,6,62,162,1,-1,-1,-1
9,15,1587,23,47,130,1,-1,-1,-1
9,17,684,270,60,147,1,-1,-1,-1
9,19,1088,0,52,144,1,-1,-1,-1
11,1,424,315,73,193,1,-1,-1,-1
11,2,274,625,91,276,1,-1,-1,-1
11,3,1718,451,76,229,1,-1,-1,-1
11,4,799,141,71,176,1,-1,-1,-1
11,5,468,148,71,191,1,-1,-1,-1
11,6,350,318,67,173,1,-1,-1,-1
11,7,898,939,82,140,1,-1,-1,-1
11,8,977,458,89,248,1,-1,-1,-1
11,9,897,480,70,234,1,-1,-1,-1
11,10,311,169,63,187,1,-1,-1,-1
11,11,1684,38,58,175,1,-1,-1,-1
11,12,1350,970,140,109,1,-1,-1,-1
11,14,1405,5,63,164,1,-1,-1,-1
11,15,1586,27,47,126,1,-1,-1,-1
11,17,684,268,61,150,1,-1,-1,-1
11,19,1088,0,53,146,1,-1,-1,-1
11,21,1576,588,120,239,1,-1,-1,-1
12,1,424,315,73,193,1,-1,-1,-1
12,2,277,629,89,271,1,-1,-1,-1
12,3,1718,451,76,229,1,-1,-1,-1
12,4,799,141,71,176,1,-1,-1,-1
12,5,470,150,70,189,1,-1,-1,-1
12,6,348,316,69,177,1,-1,-1,-1
12,7,901,939,81,140,1,-1,-1,-1
12,8,976,456,89,252,1,-1,-1,-1
12,9,894,479,71,233,1,-1,-1,-1
12,10,311,168,63,188,1,-1,-1,-1
12,11,1684,36,59,178,1,-1,-1,-1
12,12,1348,969,138,110,1,-1,-1,-1
12,14,1405,6,63,162,1,-1,-1,-1
12,15,1585,28,47,125,1,-1,-1,-1
12,17,683,267,62,152,1,-1,-1,-1
12,19,1088,0,54,148,1,-1,-1,-1
12,21,1575,587,121,240,1,-1,-1,-1
12,22,410,157,52,186,1,-1,-1,-1
14,1,423,313,74,195,1,-1,-1,-1
14,2,280,636,86,263,1,-1,-1,-1
14,3,1718,451,75,227,1,-1,-1,-1
14,4,799,142,70,175,1,-1,-1,-1
14,5,471,151,66,178,1,-1,-1,-1
14,6,344,317,71,181,1,-1,-1,-1
14,7,904,940,81,139,1,-1,-1,-1
14,8,976,457,85,245,1,-1,-1,-1
14,9,894,478,70,231,1,-1,-1,-1
14,10,311,168,64,188,1,-1,-1,-1
14,11,1685,39,59,181,1,-1,-1,-1
14,12,1346,966,138,113,1,-1,-1,-1
14,14,1412,7,59,154,1,-1,-1,-1
14,15,1586,30,46,123,1,-1,-1,-1
14,17,684,270,60,148,1,-1,-1,-1
14,18,1499,12,48,123,1,-1,-1,-1
14,19,1088,0,55,151,1,-1,-1,-1
14,21,1573,586,123,243,1,-1,-1,-1
14,22,410,160,50,180,1,-1,-1,-1
15,1,424,314,72,194,1,-1,-1,-1
15,2,282,639,84,260,1,-1,-1,-1
15,3,1718,451,75,226,1,-1,-1,-1
15,4,799,142,70,175,1,-1,-1,-1
15,5,471,152,65,173,1,-1,-1,-1
15,6,344,322,70,180,1,-1,-1,-1
15,7,906,940,81,139,1,-1,-1,-1
15,8,975,454,86,253,1,-1,-1,-1
15,9,893,475,70,233,1,-1,-1,-1
15,10,312,168,63,188,1,-1,-1,-1
15,11,1684,40,60,184,1,-1,-1,-1
15,12,1345,964,138,115,1,-1,-1,-1
15,14,1414,7,59,151,1,-1,-1,-1
15,15,1586,32,47,120,1,-1,-1,-1
15,17,683,270,61,148,1,-1,-1,-1
15,18,1500,5,48,125,1,-1,-1,-1
15,19,1088,0,57,153,1,-1,-1,-1
15,21,1573,587,123,242,1,-1,-1,-1
15,22,410,163,49,176,1,-1,-1,-1
17,1,423,314,73,196,1,-1,-1,-1
17,2,281,639,86,262,1,-1,-1,-1
17,3,1718,451,75,226,1,-1,-1,-1
17,4,799,142,70,174,1,-1,-1,-1
17,5,468,151,72,196,1,-1,-1,-1
17,6,345,331,68,173,1,-1,-1,-1
17,7,908,939,81,140,1,-1,-1,-1
17,8,975,455,81,243,1,-1,-1,-1
17,9,892,472,69,229,1,-1,-1,-1
17,10,312,169,64,188,1,-1,-1,-1
17,11,1685,38,62,190,1,-1,-1,-1
17,12,1342,960,139,119,1,-1,-1,-1
17,14,1415,7,58,150,1,-1,-1,-1
17,15,1585,33,48,124,1,-1,-1,-1
17,17,683,268,61,151,1,-1,-1,-1
17,18,1499,1,50,127,1,-1,-1,-1
17,19,1088,0,59,157,1,-1,-1,-1
17,21,1573,588,122,240,1,-1,-1,-1
17,22,409,169,48,174,1,-1,-1,-1
18,1,422,313,74,198,1,-1,-1,-1
18,2,282,638,85,263,1,-1,-1,-1
18,3,1719,452,74,225,1,-1,-1,-1
18,4,799,142,70,175,1,-1,-1,-1
18,5,468,150,75,206,1,-1,-1,-1
18,6,344,334,68,174,1,-1,-1,-1
18,7,909,939,81,140,1,-1,-1,-1
18,8,974,457,76,230,1,-1,-1,-1
18,9,891,467,70,234,1,-1,-1,-1
18,10,312,168,64,191,1,-1,-1,-1
18,11,1687,39,61,188,1,-1,-1,-1
18,12,1339,951,145,128,1,-1,-1,-1
18,14,1415,7,59,151,1,-1,-1,-1
18,15,1585,32,49,123,1,-1,-1,-1
18,17,682,265,63,153,1,-1,-1,-1
18,18,1498,0,51,128,1,-1,-1,-1
18,19,1089,1,59,158,1,-1,-1,-1
18,21,1574,589,122,239,1,-1,-1,-1
18,22,406,171,50,177,1,-1,-1,-1
20,1,422,313,74,199,1,-1,-1,-1
20,2,284,640,86,261,1,-1,-1,-1
20,3,1719,452,74,226,1,-1,-1,-1
20,4,798,142,70,175,1,-1,-1,-1
20,5,469,151,74,206,1,-1,-1,-1
20,6,343,336,68,174,1,-1,-1,-1
20,7,911,939,80,140,1,-1,-1,-1
20,8,975,460,70,214,1,-1,-1,-1
20,9,892,468,67,221,1,-1,-1,-1
20,10,312,167,65,193,1,-1,-1,-1
20,11,1689,39,60,186,1,-1,-1,-1
20,12,1334,943,149,136,1,-1,-1,-1
20,14,1415,7,60,153,1,-1,-1,-1
20,15,1585,33,49,122,1,-1,-1,-1
20,17,683,264,63,154,1,-1,-1,-1
20,18,1498,0,50,125,1,-1,-1,-1
20,19,1091,1,60,160,1,-1,-1,-1
20,21,1574,589,122,239,1,-1,-1,-1
20,22,405,174,49,173,1,-1,-1,-1
21,1,422,315,73,200,1,-1,-1,-1
21,2,285,643,85,259,1,-1,-1,-1
21,3,1719,452,75,226,1,-1,-1,-1
21,4,798,142,69,175,1,-1,-1,-1
21,5,469,153,74,205,1,-1,-1,-1
21,6,342,339,68,172,1,-1,-1,-1
21,7,911,940,80,139,1,-1,-1,-1
21,8,973,456,70,212,1,-1,-1,-1
21,9,892,467,66,217,1,-1,-1,-1
21,10,312,167,64,192,1,-1,-1,-1
21,11,1689,36,60,189,1,-1,-1,-1
21,12,1329,938,150,141,1,-1,-1,-1
21,14,1416,7,60,153,1,-1,-1,-1
21,17,683,264,63,154,1,-1,-1,-1
21,18,1498,0,51,124,1,-1,-1,-1
21,19,1092,2,61,161,1,-1,-1,-1
21,21,1574,589,122,238,1,-1,-1,-1
21,22,405,175,49,172,1,-1,-1,-1
23,1,422,321,71,195,1,-1,-1,-1
23,2,290,654,81,247,1,-1,-1,-1
23,3,1719,452,75,226,1,-1,-1,-1
23,4,798,142,70,176,1,-1,-1,-1
23,5,470,156,73,203,1,-1,-1,-1
23,6,340,338,70,175,1,-1,-1,-1
23,7,911,939,80,140,1,-1,-1,-1
23,8,971,451,72,216,1,-1,-1,-1
23,9,891,466,64,210,1,-1,-1,-1
23,10,311,167,65,192,1,-1,-1,-1
23,11,1690,36,61,191,1,-1,-1,-1
23,12,1326,932,151,147,1,-1,-1,-1
23,14,1416,6,60,152,1,-1,-1,-1
23,15,1587,39,50,125,1,-1,-1,-1
23,17,683,266,62,152,1,-1,-1,-1
23,18,1499,0,51,118,1,-1,-1,-1
23,19,1096,2,60,162,1,-1,-1,-1
23,21,1574,590,122,236,1,-1,-1,-1
23,22,404,174,49,173,1,-1,-1,-1
23,24,1760,679,69,222,1,-1,-1,-1
24,1,421,325,70,192,1,-1,-1,-1
24,2,292,659,80,241,1,-1,-1,-1
24,3,1719,452,75,226,1,-1,-1,-1
24,4,798,142,70,176,1,-1,-1,-1
24,5,470,157,73,204,1,-1,-1,-1
24,6,339,338,70,175,1,-1,-1,-1
24,7,911,939,80,140,1,-1,-1,-1
24,8,970,448,73,217,1,-1,-1,-1
24,9,890,464,65,210,1,-1,-1,-1
24,10,311,165,65,194,1,-1,-1,-1
24,11,1691,35,61,195,1,-1,-1,-1
24,12,1326,929,149,150,1,-1,-1,-1
24,14,1417,6,59,152,1,-1,-1,-1
24,15,1587,40,51,126,1,-1,-1,-1
24,17,683,264,63,154,1,-1,-1,-1
24,19,1099,4,60,161,1,-1,-1,-1
24,21,1574,590,123,236,1,-1,-1,-1
24,22,404,174,50,173,1,-1,-1,-1
24,24,1759,680,69,221,1,-1,-1,-1
26,1,419,325,71,195,1,-1,-1,-1
26,2,294,665,78,236,1,-1,-1,-1
26,3,1718,451,75,228,1,-1,-1,-1
26,4,798,142,70,177,1,-1,-1,-1
26,5,471,159,72,204,1,-1,-1,-1
26,6,339,337,70,176,1,-1,-1,-1
26,7,911,938,81,141,1,-1,-1,-1
26,8,967,445,75,221,1,-1,-1,-1
26,9,888,462,66,213,1,-1,-1,-1
26,10,310,164,67,199,1,-1,-1,-1
26,11,1693,35,60,193,1,-1,-1,-1
26,12,1323,926,148,153,1,-1,-1,-1
26,14,1417,5,59,151,1,-1,-1,-1
26,15,1589,42,50,125,1,-1,-1,-1
26,17,683,263,64,156,1,-1,-1,-1
26,19,1102,6,60,161,1,-1,-1,-1
26,21,1575,589,123,236,1,-1,-1,-1
26,22,403,173,51,175,1,-1,-1,-1
26,24,1758,679,69,222,1,-1,-1,-1
27,1,417,328,72,197,1,-1,-1,-1
27,2,295,669,78,234,1,-1,-1,-1
27,3,1719,452,74,225,1,-1,-1,-1
27,4,798,142,70,177,1,-1,-1,-1
27,5,470,159,73,206,1,-1,-1,-1
27,6,339,339,71,176,1,-1,-1,-1
27,7,912,938,80,141,1,-1,-1,-1
27,8,965,444,77,222,1,-1,-1,-1
27,9,888,463,65,209,1,-1,-1,-1
27,10,311,163,67,202,1,-1,-1,-1
27,11,1696,48,57,181,1,-1,-1,-1
27,12,1320,923,147,156,1,-1,-1,-1
27,14,1417,4,59,152,1,-1,-1,-1
27,15,1590,42,51,130,1,-1,-1,-1
27,17,684,264,62,155,1,-1,-1,-1
27,19,1104,8,59,159,1,-1,-1,-1
27,21,1574,589,124,237,1,-1,-1,-1
27,22,402,174,51,176,1,-1,-1,-1
29,1,416,327,72,199,1,-1,-1,-1
29,2,297,672,79,236,1,-1,-1,-1
29,3,1719,453,74,224,1,-1,-1,-1
29,4,798,143,69,176,1,-1,-1,-1
29,5,469,160,73,208,1,-1,-1,-1
29,6,341,338,71,179,1,-1,-1,-1
29,7,912,938,80,141,1,-1,-1,-1
29,8,965,443,78,224,1,-1,-1,-1
29,9,886,463,64,206,1,-1,-1,-1
29,10,311,163,67,203,1,-1,-1,-1
29,11,1697,52,58,185,1,-1,-1,-1
29,12,1318,920,146,159,1,-1,-1,-1
29,14,1417,1,59,154,1,-1,-1,-1
29,15,1590,42,53,136,1,-1,-1,-1
29,17,682,262,64,157,1,-1,-1,-1
29,19,1105,10,60,160,1,-1,-1,-1
29,21,1575,589,123,237,1,-1,-1,-1
29,22,400,174,53,182,1,-1,-1,-1
29,24,1753,678,78,249,1,-1,-1,-1
30,1,416,330,71,195,1,-1,-1,-1
30,2,299,673,78,236,1,-1,-1,-1
30,3,1719,454,74,222,1,-1,-1,-1
30,4,799,143,69,177,1,-1,-1,-1
30,5,468,157,75,215,1,-1,-1,-1
30,6,343,341,69,176,1,-1,-1,-1
30,7,913,938,79,141,1,-1,-1,-1
30,8,965,441,78,227,1,-1,-1,-1
30,9,885,462,64,207,1,-1,-1,-1
30,10,311,163,68,201,1,-1,-1,-1
30,11,1698,57,57,184,1,-1,-1,-1
30,12,1316,916,146,163,1,-1,-1,-1
30,14,1417,0,60,155,1,-1,-1,-1
30,15,1591,43,53,137,1,-1,-1,-1
30,17,682,262,64,157,1,-1,-1,-1
30,19,1106,11,59,161,1,-1,-1,-1
30,21,1575,589,124,237,1,-1,-1,-1
30,22,398,175,55,185,1,-1,-1,-1
30,24,1752,677,79,254,1,-1,-1,-1
30,27,237,129,64,171,1,-1,-1,-1
32,1,417,334,69,190,1,-1,-1,-1
32,2,298,666,84,251,1,-1,-1,-1
32,3,1720,454,73,221,1,-1,-1,-1
32,4,799,143,69,177,1,-1,-1,-1
32,5,468,157,76,220,1,-1,-1,-1
32,6,342,348,69,174,1,-1,-1,-1
32,7,913,939,78,140,1,-1,-1,-1
32,8,964,439,80,229,1,-1,-1,-1
32,9,882,459,64,207,1,-1,-1,-1
32,10,311,164,67,201,1,-1,-1,-1
32,11,1699,61,57,183,1,-1,-1,-1
32,12,1311,907,149,172,1,-1,-1,-1
32,14,1419,0,58,154,1,-1,-1,-1
32,17,682,261,64,158,1,-1,-1,-1
32,19,1107,15,59,160,1,-1,-1,-1
32,21,1575,589,124,237,1,-1,-1,-1
32,22,396,178,55,186,1,-1,-1,-1
32,24,1753,676,78,256,1,-1,-1,-1
32,27,238,129,65,172,1,-1,-1,-1
33,1,417,336,68,189,1,-1,-1,-1
33,2,297,665,87,256,1,-1,-1,-1
33,3,1719,455,73,220,1,-1,-1,-1
33,4,800,143,68,177,1,-1,-1,-1
33,5,468,157,76,221,1,-1,-1,-1
33,6,342,353,68,173,1,-1,-1,-1
33,7,912,940,78,139,1,-1,-1,-1
33,8,963,435,81,233,1,-1,-1,-1
33,9,880,457,63,207,1,-1,-1,-1
33,10,312,165,66,199,1,-1,-1,-1
33,11,1701,65,55,179,1,-1,-1,-1
33,12,1306,901,149,178,1,-1,-1,-1
33,14,1420,0,57,151,1,-1,-1,-1
33,17,682,260,65,159,1,-1,-1,-1
33,19,1108,14,58,157,1,-1,-1,-1
33,21,1575,590,124,235,1,-1,-1,-1
33,22,394,180,56,185,1,-1,-1,-1
33,24,1753,677,78,256,1,-1,-1,-1
33,27,238,128,65,173,1,-1,-1,-1
35,1,417,343,67,186,1,-1,-1,-1
35,2,297,665,88,261,1,-1,-1,-1
35,3,1719,454,74,222,1,-1,-1,-1
35,4,799,143,69,177,1,-1,-1,-1
35,5,470,157,75,221,1,-1,-1,-1
35,6,342,355,69,173,1,-1,-1,-1
35,7,911,942,77,137,1,-1,-1,-1
35,8,964,431,78,226,1,-1,-1,-1
35,9,878,453,62,202,1,-1,-1,-1
35,10,312,167,66,197,1,-1,-1,-1
35,11,1701,65,55,181,1,-1,-1,-1
35,12,1300,894,150,185,1,-1,-1,-1
35,14,1420,0,57,149,1,-1,-1,-1
35,17,683,263,63,156,1,-1,-1,-1
35,19,1107,15,59,161,1,-1,-1,-1
35,21,1575,590,124,235,1,-1,-1,-1
35,22,393,184,55,179,1,-1,-1,-1
35,24,1752,676,79,260,1,-1,-1,-1
35,27,238,129,65,172,1,-1,-1,-1
36,1,417,344,67,186,1,-1,-1,-1
36,2,296,665,91,263,1,-1,-1,-1
36,3,1719,453,74,223,1,-1,-1,-1
36,4,800,143,68,177,1,-1,-1,-1
36,5,470,158,75,219,1,-1,-1,-1
36,6,342,353,69,177,1,-1,-1,-1
36,7,911,942,76,137,1,-1,-1,-1
36,8,965,430,77,220,1,-1,-1,-1
36,9,876,449,62,203,1,-1,-1,-1
36,10,312,169,65,194,1,-1,-1,-1
36,11,1701,69,55,178,1,-1,-1,-1
36,12,1298,889,148,190,1,-1,-1,-1
36,14,1420,0,56,148,1,-1,-1,-1
36,17,683,265,63,153,1,-1,-1,-1
36,19,1108,16,58,162,1,-1,-1,-1
36,21,1576,592,123,232,1,-1,-1,-1
36,22,392,186,55,177,1,-1,-1,-1
36,27,238,130,64,170,1,-1,-1,-1
38,1,417,348,66,186,1,-1,-1,-1
38,2,297,664,94,270,1,-1,-1,-1
38,3,1720,454,73,222,1,-1,-1,-1
38,4,800,143,68,177,1,-1,-1,-1
38,5,473,164,70,204,1,-1,-1,-1
38,6,340,349,72,183,1,-1,-1,-1
38,7,910,945,75,134,1,-1,-1,-1
38,8,965,426,76,219,1,-1,-1,-1
38,9,875,446,62,203,1,-1,-1,-1
38,10,313,171,63,188,1,-1,-1,-1
38,11,1702,71,54,178,1,-1,-1,-1
38,12,1297,886,145,193,1,-1,-1,-1
38,14,1420,0,56,148,1,-1,-1,-1
38,17,683,265,63,153,1,-1,-1,-1
38,19,1107,15,59,166,1,-1,-1,-1
38,21,1576,592,123,232,1,-1,-1,-1
38,22,392,188,53,172,1,-1,-1,-1
38,24,1753,679,76,251,1,-1,-1,-1
38,27,238,130,63,170,1,-1,-1,-1
38,29,467,8,45,138,1,-1,-1,-1
39,1,416,349,67,189,1,-1,-1,-1
39,2,298,665,95,275,1,-1,-1,-1
39,3,1719,453,75,225,1,-1,-1,-1
39,4,801,144,67,176,1,-1,-1,-1
39,5,474,167,67,194,1,-1,-1,-1
39,6,340,348,72,186,1,-1,-1,-1
39,7,909,945,74,134,1,-1,-1,-1
39,8,965,422,75,222,1,-1,-1,-1
39,9,875,443,61,204,1,-1,-1,-1
39,10,313,171,63,187,1,-1,-1,-1
39,12,1298,886,140,193,1,-1,-1,-1
39,14,1420,0,55,147,1,-1,-1,-1
39,17,683,265,63,153,1,-1,-1,-1
39,19,1107,14,60,172,1,-1,-1,-1
39,22,390,189,53,171,1,-1,-1,-1
39,24,1752,679,77,251,1,-1,-1,-1
39,27,237,131,64,169,1,-1,-1,-1
39,29,466,8,46,139,1,-1,-1,-1
41,1,414,351,68,190,1,-1,-1,-1
41,2,299,668,96,277,1,-1,-1,-1
41,3,1720,454,73,222,1,-1,-1,-1
41,4,801,144,67,176,1,-1,-1,-1
41,5,472,162,73,211,1,-1,-1,-1
41,6,341,350,71,182,1,-1,-1,-1
41,7,910,946,73,133,1,-1,-1,-1
41,8,965,418,75,224,1,-1,-1,-1
41,9,874,441,62,205,1,-1,-1,-1
41,10,313,170,65,189,1,-1,-1,-1
41,12,1295,878,142,200,1,-1,-1,-1
41,14,1421,0,54,147,1,-1,-1,-1
41,17,684,267,61,151,1,-1,-1,-1
41,19,1107,15,60,175,1,-1,-1,-1
41,22,388,193,55,171,1,-1,-1,-1
41,24,1752,678,77,255,1,-1,-1,-1
41,27,237,130,64,170,1,-1,-1,-1
41,29,466,7,45,138,1,-1,-1,-1
42,1,413,351,69,193,1,-1,-1,-1
42,2,300,671,97,279,1,-1,-1,-1
42,3,1720,454,73,222,1,-1,-1,-1
42,4,800,144,68,176,1,-1,-1,-1
42,5,471,161,74,215,1,-1,-1,-1
42,6,341,351,71,182,1,-1,-1,-1
42,7,910,947,73,132,1,-1,-1,-1
42,8,964,417,75,224,1,-1,-1,-1
42,9,872,436,63,211,1,-1,-1,-1
42,10,312,170,66,190,1,-1,-1,-1
42,11,1705,76,53,174,1,-1,-1,-1
42,12,1292,872,142,207,1,-1,-1,-1
42,14,1421,0,54,146,1,-1,-1,-1
42,17,684,266,62,152,1,-1,-1,-1
42,19,1108,18,59,173,1,-1,-1,-1
42,21,1576,593,123,230,1,-1,-1,-1
42,22,388,192,54,169,1,-1,-1,-1
42,24,1753,676,77,259,1,-1,-1,-1
42,27,236,131,65,170,1,-1,-1,-1
42,29,465,7,46,138,1,-1,-1,-1
42,31,416,63,62,177,1,-1,-1,-1
44,1,410,346,73,204,1,-1,-1,-1
44,2,304,680,94,272,1,-1,-1,-1
44,3,1720,454,73,222,1,-1,-1,-1
44,4,800,143,68,176,1,-1,-1,-1
44,5,470,164,75,216,1,-1,-1,-1
44,6,338,353,70,182,1,-1,-1,-1
44,7,910,948,73,131,1,-1,-1,-1
44,8,963,414,76,229,1,-1,-1,-1
44,9,872,439,62,207,1,-1,-1,-1
44,10,312,170,66,191,1,-1,-1,-1
44,11,1706,78,53,173,1,-1,-1,-1
44,12,1291,872,137,206,1,-1,-1,-1
44,14,1421,0,54,145,1,-1,-1,-1
44,17,683,264,64,154,1,-1,-1,-1
44,19,1108,25,59,170,1,-1,-1,-1
44,21,1576,593,123,230,1,-1,-1,-1
44,22,388,193,52,164,1,-1,-1,-1
44,24,1753,675,78,261,1,-1,-1,-1
44,27,236,130,65,171,1,-1,-1,-1
44,31,417,66,60,171,1,-1,-1,-1
45,1,409,343,75,211,1,-1,-1,-1
45,2,306,687,92,269,1,-1,-1,-1
45,3,1720,455,73,221,1,-1,-1,-1
45,4,801,144,67,174,1,-1,-1,-1
45,5,471,172,72,210,1,-1,-1,-1
45,6,341,356,70,181,1,-1,-1,-1
45,7,911,952,70,127,1,-1,-1,-1
45,8,962,412,77,235,1,-1,-1,-1
45,9,872,441,61,204,1,-1,-1,-1
45,10,311,169,67,192,1,-1,-1,-1
45,11,1711,87,53,173,1,-1,-1,-1
45,12,1290,871,134,207,1,-1,-1,-1
45,14,1422,0,53,144,1,-1,-1,-1
45,15,1594,59,66,172,1,-1,-1,-1
45,17,683,262,64,156,1,-1,-1,-1
45,19,1109,29,59,168,1,-1,-1,-1
45,22,387,193,52,163,1,-1,-1,-1
45,24,1754,675,77,259,1,-1,-1,-1
45,27,236,130,65,171,1,-1,-1,-1
45,31,418,67,59,170,1,-1,-1,-1
47,1,407,340,78,219,1,-1,-1,-1
47,2,306,691,93,272,1,-1,-1,-1
47,3,1720,454,74,223,1,-1,-1,-1
47,4,801,144,67,174,1,-1,-1,-1
47,5,470,178,71,205,1,-1,-1,-1
47,6,336,359,71,184,1,-1,-1,-1
47,7,911,954,70,125,1,-1,-1,-1
47,8,961,410,77,237,1,-1,-1,-1
47,9,870,437,63,208,1,-1,-1,-1
47,10,310,169,68,193,1,-1,-1,-1
47,11,1712,86,55,179,1,-1,-1,-1
47,12,1287,870,131,208,1,-1,-1,-1
47,14,1422,0,54,144,1,-1,-1,-1
47,15,1595,61,66,170,1,-1,-1,-1
47,17,683,263,63,155,1,-1,-1,-1
47,19,1109,31,60,169,1,-1,-1,-1
47,22,387,195,51,161,1,-1,-1,-1
47,24,1754,677,77,257,1,-1,-1,-1
47,27,236,130,65,170,1,-1,-1,-1
47,31,418,67,59,169,1,-1,-1,-1
48,1,406,339,79,223,1,-1,-1,-1
48,2,306,692,92,275,1,-1,-1,-1
48,3,1720,454,74,223,1,-1,-1,-1
48,4,801,144,67,173,1,-1,-1,-1
48,5,469,179,71,204,1,-1,-1,-1
48,6,335,363,70,183,1,-1,-1,-1
48,7,911,955,70,124,1,-1,-1,-1
48,8,961,411,74,229,1,-1,-1,-1
48,9,869,433,64,212,1,-1,-1,-1
48,10,310,169,68,193,1,-1,-1,-1
48,11,1714,87,54,179,1,-1,-1,-1
48,12,1285,868,128,210,1,-1,-1,-1
48,14,1422,0,54,143,1,-1,-1,-1
48,15,1596,62,65,169,1,-1,-1,-1
48,17,683,263,63,155,1,-1,-1,-1
48,19,1108,31,61,171,1,-1,-1,-1
48,24,1754,675,77,260,1,-1,-1,-1
48,27,236,130,65,170,1,-1,-1,-1
48,31,420,68,58,168,1,-1,-1,-1
48,32,1479,106,47,151,1,-1,-1,-1
50,1,405,342,76,218,1,-1,-1,-1
50,2,304,693,92,273,1,-1,-1,-1
50,3,1720,453,75,225,1,-1,-1,-1
50,4,801,144,67,174,1,-1,-1,-1
50,5,469,183,69,198,1,-1,-1,-1
50,6,329,366,71,184,1,-1,-1,-1
50,7,911,955,69,124,1,-1,-1,-1
50,8,960,409,71,221,1,-1,-1,-1
50,9,868,431,63,211,1,-1,-1,-1
50,10,311,170,68,192,1,-1,-1,-1
50,11,1715,91,54,173,1,-1,-1,-1
50,12,1281,863,129,214,1,-1,-1,-1
50,14,1423,0,52,141,1,-1,-1,-1
50,15,1597,63,65,169,1,-1,-1,-1
50,17,683,261,64,156,1,-1,-1,-1
50,19,1109,33,60,169,1,-1,-1,-1
50,24,1754,675,77,260,1,-1,-1,-1
50,27,237,130,64,169,1,-1,-1,-1
50,31,421,70,57,166,1,-1,-1,-1
50,32,1479,106,48,152,1,-1,-1,-1
51,1,405,347,74,212,1,-1,-1,-1
51,2,303,693,91,273,1,-1,-1,-1
51,3,1720,452,75,226,1,-1,-1,-1
51,4,801,143,68,175,1,-1,-1,-1
51,5,468,185,68,196,1,-1,-1,-1
51,6,326,367,71,185,1,-1,-1,-1
51,7,910,955,70,124,1,-1,-1,-1
51,8,960,407,69,217,1,-1,-1,-1
51,9,868,427,61,202,1,-1,-1,-1
51,10,311,169,68,194,1,-1,-1,-1
51,11,1716,93,53,171,1,-1,-1,-1
51,12,1278,857,128,219,1,-1,-1,-1
51,14,1423,0,52,140,1,-1,-1,-1
51,15,1598,62,64,168,1,-1,-1,-1
51,17,683,263,63,154,1,-1,-1,-1
51,19,1110,33,59,167,1,-1,-1,-1
